Customer_ID,Age_Group,Gender,City_Tier,Income_Level,Connection_Type,Booking_Method,Booking_Frequency,Delivery_Days,Complaint,Overall_Satisfaction
969,26-35,Female,Tier 3,<20k,Domestic,Call,3-6 months,2,1,3
970,36-50,Prefer not to say,Tier 3,20k-50k,Commercial,Mobile App,3-6 months,2,0,4
971,50+,Male,Tier 2,50k-1L,Domestic,Agent,Monthly,4,1,2
972,36-50,Male,Tier 2,20k-50k,Domestic,Website,Monthly,2,0,5
973,18-25,Female,Tier 1,20k-50k,Domestic,Mobile App,2-3 months,1,0,4
974,36-50,Female,Tier 1,20k-50k,Commercial,Mobile App,3-6 months,2,0,5
975,50+,Male,Tier 1,1L+,Domestic,Call,3-6 months,2,1,5
976,26-35,Female,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,3,0,4
977,50+,Male,Tier 2,50k-1L,Domestic,Website,3-6 months,2,0,3
978,50+,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,3,0,3
979,50+,Female,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,3,0,3
980,26-35,Male,Tier 2,20k-50k,Domestic,Website,2-3 months,6,1,1
981,50+,Female,Tier 2,20k-50k,Domestic,Agent,3-6 months,3,1,3
982,50+,Male,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,1,0,4
983,50+,Male,Tier 1,20k-50k,Domestic,Website,3-6 months,5,1,1
984,18-25,Female,Tier 1,<20k,Domestic,Mobile App,2-3 months,3,0,3
985,50+,Prefer not to say,Tier 2,<20k,Domestic,Mobile App,3-6 months,1,0,5
986,26-35,Male,Tier 2,<20k,Domestic,Website,2-3 months,3,0,2
987,50+,Male,Tier 2,50k-1L,Domestic,Call,Monthly,4,1,1
988,50+,Male,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,2,0,3
989,26-35,Prefer not to say,Tier 2,50k-1L,Commercial,Mobile App,2-3 months,1,0,4
990,50+,Prefer not to say,Tier 1,20k-50k,Domestic,Agent,Monthly,5,1,1
991,26-35,Female,Tier 1,20k-50k,Commercial,Mobile App,2-3 months,3,0,3
992,50+,Prefer not to say,Tier 2,20k-50k,Domestic,Call,2-3 months,3,1,2
993,26-35,Female,Tier 2,50k-1L,Commercial,Call,Monthly,6,1,1
994,50+,Female,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,3,0,3
995,50+,Prefer not to say,Tier 3,1L+,Domestic,Call,3-6 months,4,1,3
996,18-25,Female,Tier 2,50k-1L,Domestic,Agent,2-3 months,3,1,4
997,18-25,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,Monthly,3,0,2
998,50+,Female,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,3,0,3
999,50+,Prefer not to say,Tier 2,1L+,Domestic,Mobile App,2-3 months,1,0,4
1000,36-50,Prefer not to say,Tier 2,50k-1L,Domestic,Call,Monthly,4,1,1
1001,26-35,Female,Tier 2,<20k,Domestic,Agent,2-3 months,2,1,5
1002,36-50,Male,Tier 2,20k-50k,Domestic,Mobile App,Monthly,3,0,4
1003,18-25,Female,Tier 1,50k-1L,Domestic,Mobile App,3-6 months,3,0,4
1004,18-25,Prefer not to say,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,1,0,4
1005,18-25,Male,Tier 3,<20k,Domestic,Call,2-3 months,3,1,2
1006,18-25,Female,Tier 3,50k-1L,Domestic,Mobile App,3-6 months,3,0,2
1007,50+,Female,Tier 2,1L+,Domestic,Agent,3-6 months,6,1,1
1008,18-25,Female,Tier 2,<20k,Commercial,Mobile App,Monthly,2,0,3
1009,50+,Male,Tier 2,50k-1L,Domestic,Agent,3-6 months,5,1,1
1010,50+,Prefer not to say,Tier 2,<20k,Domestic,Call,Monthly,2,1,3
1011,18-25,Female,Tier 1,<20k,Domestic,Call,Monthly,5,1,1
1012,18-25,Female,Tier 2,<20k,Domestic,Mobile App,2-3 months,1,0,5
1013,26-35,Female,Tier 2,<20k,Domestic,Agent,Monthly,5,1,1
1014,36-50,Female,Tier 3,50k-1L,Domestic,Mobile App,3-6 months,2,0,4
1015,18-25,Female,Tier 2,<20k,Domestic,Mobile App,Monthly,3,0,3
1016,26-35,Prefer not to say,Tier 2,20k-50k,Domestic,Call,Monthly,5,1,1
1017,26-35,Prefer not to say,Tier 2,<20k,Domestic,Agent,2-3 months,4,1,1
1018,36-50,Female,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,3,0,4
1019,50+,Male,Tier 2,<20k,Domestic,Mobile App,3-6 months,2,0,5
1020,18-25,Prefer not to say,Tier 1,50k-1L,Domestic,Agent,3-6 months,5,1,1
1021,36-50,Male,Tier 2,<20k,Commercial,Agent,Monthly,2,1,5
1022,18-25,Prefer not to say,Tier 3,50k-1L,Domestic,Mobile App,3-6 months,2,0,4
1023,26-35,Female,Tier 2,50k-1L,Domestic,Call,3-6 months,2,1,3
1024,26-35,Prefer not to say,Tier 1,<20k,Domestic,Mobile App,Monthly,3,0,2
1025,50+,Female,Tier 2,50k-1L,Domestic,Call,2-3 months,2,1,5
1026,26-35,Prefer not to say,Tier 3,<20k,Domestic,Agent,2-3 months,2,1,3
1027,26-35,Female,Tier 1,<20k,Domestic,Mobile App,Monthly,2,0,3
1028,36-50,Female,Tier 2,<20k,Domestic,Agent,2-3 months,4,1,2
1029,18-25,Female,Tier 3,20k-50k,Domestic,Mobile App,2-3 months,1,0,5
1030,18-25,Female,Tier 2,20k-50k,Domestic,Call,2-3 months,4,1,1
1031,36-50,Male,Tier 3,50k-1L,Domestic,Call,3-6 months,2,1,5
1032,50+,Female,Tier 2,20k-50k,Domestic,Website,2-3 months,4,1,1
1033,18-25,Male,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,1,0,5
1034,26-35,Male,Tier 2,<20k,Domestic,Mobile App,2-3 months,3,0,2
1035,18-25,Female,Tier 1,50k-1L,Domestic,Mobile App,3-6 months,1,0,5
1036,26-35,Male,Tier 1,<20k,Domestic,Website,Monthly,2,0,5
1037,50+,Prefer not to say,Tier 2,<20k,Domestic,Agent,Monthly,3,1,3
1038,36-50,Female,Tier 1,<20k,Domestic,Call,2-3 months,4,1,1
1039,18-25,Male,Tier 2,<20k,Domestic,Mobile App,3-6 months,1,0,5
1040,36-50,Female,Tier 3,20k-50k,Domestic,Agent,Monthly,3,1,4
1041,18-25,Female,Tier 3,50k-1L,Commercial,Agent,Monthly,6,1,1
1042,26-35,Female,Tier 2,<20k,Domestic,Call,Monthly,4,1,1
1043,36-50,Male,Tier 3,50k-1L,Domestic,Mobile App,Monthly,3,0,2
1044,18-25,Prefer not to say,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,1,0,5
1045,26-35,Prefer not to say,Tier 2,50k-1L,Domestic,Call,3-6 months,4,1,3
1046,36-50,Male,Tier 1,<20k,Domestic,Agent,Monthly,3,1,4
1047,36-50,Female,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,3,0,3
1048,18-25,Male,Tier 2,1L+,Domestic,Call,Monthly,6,1,1
1049,18-25,Male,Tier 2,50k-1L,Domestic,Mobile App,Monthly,1,0,4
1050,18-25,Male,Tier 2,20k-50k,Domestic,Agent,Monthly,2,1,3
1051,26-35,Female,Tier 1,<20k,Domestic,Call,Monthly,2,1,3
1052,18-25,Male,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,2,0,5
1053,36-50,Female,Tier 3,20k-50k,Domestic,Call,3-6 months,2,1,3
1054,36-50,Male,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,3,0,3
1055,18-25,Prefer not to say,Tier 3,<20k,Domestic,Mobile App,2-3 months,2,0,4
1056,18-25,Male,Tier 3,20k-50k,Domestic,Agent,2-3 months,5,1,1
1057,50+,Male,Tier 3,20k-50k,Domestic,Mobile App,Monthly,1,0,5
1058,36-50,Prefer not to say,Tier 3,20k-50k,Domestic,Mobile App,3-6 months,3,0,2
1059,26-35,Female,Tier 3,50k-1L,Domestic,Mobile App,Monthly,3,0,4
1060,50+,Female,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,2,0,3
1061,18-25,Male,Tier 1,20k-50k,Domestic,Mobile App,Monthly,2,0,5
1062,18-25,Prefer not to say,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,1,0,4
1063,36-50,Female,Tier 2,<20k,Domestic,Call,3-6 months,4,1,3
1064,18-25,Male,Tier 2,<20k,Domestic,Mobile App,Monthly,2,0,4
1065,26-35,Prefer not to say,Tier 2,20k-50k,Domestic,Agent,2-3 months,6,1,1
1066,36-50,Female,Tier 3,<20k,Domestic,Mobile App,Monthly,1,0,5
1067,18-25,Female,Tier 3,<20k,Domestic,Mobile App,2-3 months,1,0,5
1068,36-50,Prefer not to say,Tier 3,<20k,Domestic,Mobile App,3-6 months,1,0,5
1069,18-25,Prefer not to say,Tier 2,50k-1L,Domestic,Agent,Monthly,4,1,2
1070,18-25,Prefer not to say,Tier 1,<20k,Commercial,Call,3-6 months,5,1,1
1071,18-25,Prefer not to say,Tier 1,50k-1L,Domestic,Agent,2-3 months,4,1,1
1072,26-35,Male,Tier 2,<20k,Domestic,Mobile App,2-3 months,3,0,4
1073,26-35,Prefer not to say,Tier 1,1L+,Domestic,Agent,Monthly,6,1,1
1074,36-50,Female,Tier 1,50k-1L,Domestic,Mobile App,Monthly,1,0,5
1075,18-25,Female,Tier 3,<20k,Domestic,Mobile App,Monthly,2,0,4
1076,18-25,Male,Tier 2,50k-1L,Domestic,Call,3-6 months,6,1,1
1077,26-35,Female,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,3,0,4
1078,18-25,Female,Tier 1,50k-1L,Domestic,Website,2-3 months,5,1,1
1079,26-35,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,3,0,4
1080,18-25,Female,Tier 1,20k-50k,Domestic,Website,Monthly,4,1,1
1081,36-50,Male,Tier 3,50k-1L,Domestic,Call,Monthly,3,1,3
1082,18-25,Prefer not to say,Tier 2,20k-50k,Domestic,Call,3-6 months,4,1,2
1083,18-25,Prefer not to say,Tier 2,<20k,Commercial,Mobile App,2-3 months,2,0,4
1084,50+,Male,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,2,0,3
1085,26-35,Prefer not to say,Tier 1,20k-50k,Domestic,Website,2-3 months,4,1,2
1086,18-25,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,1,0,5
1087,18-25,Male,Tier 2,<20k,Domestic,Call,3-6 months,5,1,1
1088,50+,Prefer not to say,Tier 2,20k-50k,Domestic,Website,2-3 months,6,1,1
1089,50+,Male,Tier 1,1L+,Domestic,Mobile App,3-6 months,1,0,4
1090,26-35,Male,Tier 2,20k-50k,Domestic,Call,Monthly,5,1,2
1091,50+,Female,Tier 2,20k-50k,Commercial,Call,3-6 months,2,1,5
1092,36-50,Female,Tier 3,50k-1L,Domestic,Mobile App,2-3 months,2,0,4
1093,50+,Prefer not to say,Tier 2,50k-1L,Domestic,Mobile App,Monthly,3,0,2
1094,36-50,Prefer not to say,Tier 2,20k-50k,Commercial,Mobile App,3-6 months,3,0,3
1095,26-35,Male,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,3,0,4
1096,26-35,Prefer not to say,Tier 2,1L+,Domestic,Agent,3-6 months,6,1,1
1097,26-35,Male,Tier 2,50k-1L,Domestic,Mobile App,Monthly,1,0,4
1098,26-35,Male,Tier 2,<20k,Commercial,Website,3-6 months,4,1,3
1099,26-35,Prefer not to say,Tier 2,<20k,Domestic,Mobile App,2-3 months,3,0,3
1100,36-50,Male,Tier 3,20k-50k,Domestic,Call,Monthly,5,1,1
1101,36-50,Female,Tier 2,<20k,Domestic,Call,Monthly,3,1,4
1102,26-35,Prefer not to say,Tier 3,20k-50k,Domestic,Mobile App,3-6 months,3,0,3
1103,50+,Female,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,3,0,2
1104,18-25,Prefer not to say,Tier 3,<20k,Domestic,Agent,Monthly,4,1,2
1105,26-35,Male,Tier 3,50k-1L,Commercial,Agent,3-6 months,3,1,4
1106,50+,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,2,0,4
1107,18-25,Female,Tier 3,50k-1L,Domestic,Mobile App,3-6 months,1,0,4
1108,26-35,Male,Tier 1,50k-1L,Domestic,Mobile App,3-6 months,3,0,3
1109,26-35,Prefer not to say,Tier 3,<20k,Domestic,Mobile App,Monthly,3,0,4
1110,36-50,Prefer not to say,Tier 2,20k-50k,Domestic,Call,Monthly,4,1,1
1111,18-25,Prefer not to say,Tier 1,<20k,Commercial,Agent,3-6 months,3,1,2
1112,18-25,Female,Tier 2,50k-1L,Commercial,Mobile App,Monthly,1,0,5
1113,50+,Female,Tier 3,50k-1L,Domestic,Website,Monthly,6,1,1
1114,36-50,Prefer not to say,Tier 1,20k-50k,Commercial,Mobile App,2-3 months,1,0,5
1115,36-50,Male,Tier 2,20k-50k,Domestic,Call,2-3 months,5,1,2
1116,36-50,Male,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,1,0,4
1117,36-50,Female,Tier 3,50k-1L,Domestic,Mobile App,3-6 months,1,0,5
1118,18-25,Male,Tier 2,20k-50k,Commercial,Mobile App,3-6 months,1,0,4
1119,18-25,Female,Tier 1,20k-50k,Domestic,Mobile App,3-6 months,1,0,4
1120,26-35,Prefer not to say,Tier 1,20k-50k,Commercial,Agent,2-3 months,4,1,2
1121,26-35,Female,Tier 2,<20k,Domestic,Agent,Monthly,3,1,4
1122,36-50,Female,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,3,0,2
1123,36-50,Prefer not to say,Tier 3,<20k,Domestic,Agent,3-6 months,2,1,4
1124,36-50,Male,Tier 1,20k-50k,Domestic,Mobile App,3-6 months,1,0,5
1125,26-35,Female,Tier 2,<20k,Domestic,Agent,2-3 months,6,1,1
1126,50+,Female,Tier 1,<20k,Domestic,Mobile App,2-3 months,1,0,4
1127,50+,Prefer not to say,Tier 1,20k-50k,Domestic,Mobile App,3-6 months,1,0,4
1128,26-35,Male,Tier 2,1L+,Domestic,Mobile App,Monthly,3,0,2
1129,26-35,Female,Tier 2,50k-1L,Domestic,Call,3-6 months,2,1,5
1130,26-35,Prefer not to say,Tier 2,<20k,Commercial,Call,2-3 months,6,1,1
1131,26-35,Female,Tier 3,<20k,Domestic,Mobile App,3-6 months,3,0,4
1132,26-35,Prefer not to say,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,3,0,3
1133,26-35,Male,Tier 3,20k-50k,Domestic,Mobile App,Monthly,2,0,5
1134,36-50,Male,Tier 3,<20k,Domestic,Call,3-6 months,6,1,1
1135,36-50,Male,Tier 2,50k-1L,Domestic,Call,3-6 months,6,1,1
1136,36-50,Male,Tier 3,50k-1L,Domestic,Mobile App,3-6 months,2,0,3
1137,36-50,Female,Tier 2,1L+,Domestic,Mobile App,2-3 months,1,0,5
1138,26-35,Female,Tier 1,1L+,Domestic,Agent,2-3 months,2,1,3
1139,50+,Male,Tier 2,50k-1L,Domestic,Mobile App,Monthly,3,0,2
1140,18-25,Male,Tier 1,<20k,Commercial,Mobile App,3-6 months,3,0,2
1141,26-35,Male,Tier 2,<20k,Domestic,Mobile App,2-3 months,2,0,3
1142,18-25,Female,Tier 2,20k-50k,Commercial,Mobile App,Monthly,2,0,3
1143,50+,Male,Tier 1,20k-50k,Commercial,Call,3-6 months,6,1,1
1144,36-50,Male,Tier 1,20k-50k,Commercial,Call,Monthly,5,1,1
1145,50+,Male,Tier 3,20k-50k,Commercial,Mobile App,Monthly,2,0,4
1146,26-35,Prefer not to say,Tier 2,20k-50k,Domestic,Agent,Monthly,3,1,4
1147,36-50,Male,Tier 1,20k-50k,Domestic,Mobile App,Monthly,3,0,2
1148,26-35,Prefer not to say,Tier 2,<20k,Domestic,Agent,Monthly,3,1,4
1149,36-50,Prefer not to say,Tier 2,20k-50k,Domestic,Call,Monthly,2,1,4
1150,18-25,Male,Tier 2,20k-50k,Domestic,Call,Monthly,3,1,3
1151,18-25,Prefer not to say,Tier 3,50k-1L,Domestic,Mobile App,3-6 months,1,0,4
1152,18-25,Male,Tier 2,<20k,Commercial,Mobile App,3-6 months,2,0,3
1153,50+,Female,Tier 2,20k-50k,Commercial,Mobile App,Monthly,1,0,5
1154,26-35,Female,Tier 3,50k-1L,Domestic,Call,3-6 months,5,1,1
1155,50+,Female,Tier 3,20k-50k,Domestic,Mobile App,Monthly,1,0,5
1156,18-25,Female,Tier 1,<20k,Commercial,Website,3-6 months,3,0,4
1157,26-35,Prefer not to say,Tier 1,20k-50k,Domestic,Website,2-3 months,6,1,1
1158,18-25,Male,Tier 1,20k-50k,Domestic,Call,Monthly,4,1,1
1159,50+,Male,Tier 2,1L+,Domestic,Website,2-3 months,6,1,1
1160,50+,Male,Tier 2,<20k,Domestic,Mobile App,Monthly,2,0,5
1161,50+,Female,Tier 2,50k-1L,Domestic,Mobile App,Monthly,2,0,4
1162,18-25,Female,Tier 3,<20k,Commercial,Mobile App,2-3 months,1,0,5
1163,26-35,Male,Tier 2,20k-50k,Domestic,Call,2-3 months,2,1,5
1164,26-35,Female,Tier 1,20k-50k,Domestic,Mobile App,2-3 months,3,0,4
1165,18-25,Male,Tier 2,20k-50k,Domestic,Website,Monthly,6,1,1
1166,26-35,Male,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,1,0,5
1167,18-25,Male,Tier 2,<20k,Commercial,Mobile App,2-3 months,3,0,4
1168,26-35,Male,Tier 2,20k-50k,Domestic,Agent,3-6 months,3,1,4
1169,36-50,Male,Tier 3,20k-50k,Domestic,Mobile App,3-6 months,2,0,4
1170,36-50,Male,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,2,0,5
1171,50+,Male,Tier 2,50k-1L,Domestic,Call,2-3 months,4,1,2
1172,36-50,Female,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,1,0,5
1173,36-50,Male,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,3,0,3
1174,36-50,Male,Tier 1,<20k,Domestic,Mobile App,3-6 months,3,0,4
1175,18-25,Female,Tier 2,20k-50k,Domestic,Mobile App,Monthly,1,0,5
1176,36-50,Female,Tier 1,50k-1L,Domestic,Website,2-3 months,6,1,1
1177,36-50,Female,Tier 3,20k-50k,Commercial,Agent,2-3 months,6,1,1
1178,50+,Male,Tier 1,50k-1L,Commercial,Mobile App,3-6 months,2,0,3
1179,36-50,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,3,0,4
1180,36-50,Prefer not to say,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,2,0,4
1181,26-35,Female,Tier 3,<20k,Domestic,Website,3-6 months,6,1,1
1182,50+,Prefer not to say,Tier 1,50k-1L,Domestic,Mobile App,2-3 months,2,0,5
1183,50+,Female,Tier 1,20k-50k,Domestic,Mobile App,2-3 months,2,0,5
1184,50+,Male,Tier 1,20k-50k,Domestic,Agent,3-6 months,2,1,5
1185,50+,Prefer not to say,Tier 1,20k-50k,Domestic,Website,Monthly,3,0,4
1186,50+,Male,Tier 1,20k-50k,Domestic,Mobile App,2-3 months,3,0,3
1187,50+,Prefer not to say,Tier 2,1L+,Domestic,Mobile App,2-3 months,3,0,2
1188,18-25,Male,Tier 1,<20k,Domestic,Mobile App,Monthly,3,0,3
1189,36-50,Prefer not to say,Tier 1,<20k,Domestic,Mobile App,3-6 months,1,0,5
1190,50+,Male,Tier 3,20k-50k,Domestic,Call,Monthly,3,1,3
1191,36-50,Male,Tier 2,20k-50k,Domestic,Call,2-3 months,5,1,1
1192,36-50,Prefer not to say,Tier 2,20k-50k,Domestic,Call,Monthly,5,1,2
1193,18-25,Male,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,1,0,4
1194,50+,Male,Tier 3,20k-50k,Domestic,Mobile App,2-3 months,3,0,3
1195,26-35,Male,Tier 1,1L+,Commercial,Mobile App,3-6 months,2,0,4
1196,18-25,Prefer not to say,Tier 3,20k-50k,Domestic,Mobile App,3-6 months,1,0,4
1197,26-35,Prefer not to say,Tier 2,<20k,Domestic,Agent,Monthly,4,1,3
1198,36-50,Male,Tier 1,50k-1L,Domestic,Mobile App,Monthly,2,0,4
1199,36-50,Male,Tier 3,20k-50k,Commercial,Mobile App,3-6 months,1,0,5
1200,18-25,Prefer not to say,Tier 1,20k-50k,Domestic,Mobile App,3-6 months,1,0,5
1201,18-25,Prefer not to say,Tier 1,20k-50k,Domestic,Mobile App,2-3 months,3,0,3
1202,26-35,Male,Tier 3,<20k,Commercial,Mobile App,3-6 months,3,0,2
1203,50+,Male,Tier 2,20k-50k,Domestic,Agent,3-6 months,4,1,1
1204,26-35,Male,Tier 2,50k-1L,Domestic,Mobile App,Monthly,3,0,4
1205,18-25,Female,Tier 1,<20k,Domestic,Agent,3-6 months,5,1,1
1206,26-35,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,2,0,5
1207,18-25,Female,Tier 2,50k-1L,Commercial,Mobile App,Monthly,3,0,2
1208,26-35,Prefer not to say,Tier 2,1L+,Domestic,Website,2-3 months,4,1,1
1209,18-25,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,Monthly,2,0,3
1210,18-25,Prefer not to say,Tier 1,20k-50k,Domestic,Call,Monthly,3,1,2
1211,18-25,Prefer not to say,Tier 1,20k-50k,Domestic,Mobile App,3-6 months,3,0,2
1212,50+,Prefer not to say,Tier 3,1L+,Domestic,Call,3-6 months,6,1,1
1213,26-35,Prefer not to say,Tier 2,50k-1L,Domestic,Agent,2-3 months,4,1,3
1214,26-35,Prefer not to say,Tier 3,<20k,Domestic,Agent,3-6 months,3,1,2
1215,26-35,Female,Tier 2,20k-50k,Domestic,Agent,2-3 months,4,1,2
1216,18-25,Male,Tier 2,20k-50k,Domestic,Call,2-3 months,6,1,1
1217,26-35,Male,Tier 1,50k-1L,Domestic,Mobile App,2-3 months,1,0,5
1218,26-35,Female,Tier 2,20k-50k,Domestic,Call,2-3 months,2,1,4
1219,18-25,Female,Tier 1,50k-1L,Domestic,Agent,3-6 months,4,1,2
1220,36-50,Female,Tier 2,1L+,Domestic,Mobile App,Monthly,2,0,3
1221,18-25,Female,Tier 2,<20k,Domestic,Mobile App,Monthly,3,0,4
1222,26-35,Prefer not to say,Tier 3,<20k,Domestic,Agent,3-6 months,6,1,1
1223,18-25,Male,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,2,0,4
1224,36-50,Prefer not to say,Tier 1,20k-50k,Domestic,Mobile App,2-3 months,2,0,4
1225,18-25,Male,Tier 1,<20k,Commercial,Agent,3-6 months,5,1,2
1226,26-35,Male,Tier 1,<20k,Domestic,Mobile App,Monthly,3,0,2
1227,36-50,Female,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,2,0,5
1228,50+,Prefer not to say,Tier 2,50k-1L,Domestic,Call,3-6 months,6,1,1
1229,26-35,Female,Tier 3,20k-50k,Domestic,Mobile App,2-3 months,1,0,5
1230,36-50,Prefer not to say,Tier 1,20k-50k,Domestic,Agent,2-3 months,5,1,2
1231,36-50,Male,Tier 2,20k-50k,Commercial,Mobile App,2-3 months,2,0,4
1232,50+,Female,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,3,0,2
1233,18-25,Female,Tier 2,50k-1L,Domestic,Mobile App,Monthly,3,0,3
1234,18-25,Male,Tier 2,20k-50k,Domestic,Website,3-6 months,2,0,4
1235,26-35,Male,Tier 2,<20k,Domestic,Mobile App,3-6 months,2,0,3
1236,50+,Male,Tier 2,<20k,Domestic,Mobile App,2-3 months,3,0,3
1237,18-25,Female,Tier 1,<20k,Domestic,Mobile App,Monthly,1,0,5
1238,50+,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,Monthly,3,0,4
1239,18-25,Female,Tier 1,50k-1L,Domestic,Mobile App,3-6 months,2,0,4
1240,36-50,Prefer not to say,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,2,0,3
1241,18-25,Female,Tier 2,20k-50k,Domestic,Call,3-6 months,3,1,2
1242,50+,Female,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,2,0,5
1243,36-50,Male,Tier 3,1L+,Domestic,Agent,Monthly,2,1,4
1244,36-50,Prefer not to say,Tier 3,20k-50k,Domestic,Call,Monthly,6,1,1
1245,36-50,Female,Tier 3,20k-50k,Commercial,Mobile App,3-6 months,1,0,4
1246,50+,Female,Tier 2,1L+,Domestic,Mobile App,2-3 months,2,0,5
1247,26-35,Male,Tier 2,20k-50k,Commercial,Agent,2-3 months,4,1,3
1248,26-35,Male,Tier 2,1L+,Commercial,Agent,3-6 months,3,1,2
1249,26-35,Prefer not to say,Tier 3,1L+,Commercial,Mobile App,3-6 months,3,0,4
1250,50+,Female,Tier 2,50k-1L,Domestic,Website,2-3 months,6,1,1
1251,36-50,Prefer not to say,Tier 3,50k-1L,Domestic,Mobile App,2-3 months,3,0,3
1252,26-35,Female,Tier 3,50k-1L,Domestic,Mobile App,2-3 months,2,0,5
1253,50+,Prefer not to say,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,1,0,5
1254,26-35,Male,Tier 1,20k-50k,Domestic,Website,Monthly,2,0,4
1255,18-25,Female,Tier 1,<20k,Domestic,Call,2-3 months,3,1,2
1256,26-35,Prefer not to say,Tier 3,20k-50k,Domestic,Agent,2-3 months,2,1,3
1257,26-35,Male,Tier 1,50k-1L,Domestic,Mobile App,2-3 months,3,0,4
1258,36-50,Male,Tier 3,<20k,Commercial,Mobile App,3-6 months,3,0,2
1259,50+,Prefer not to say,Tier 2,<20k,Domestic,Mobile App,Monthly,3,0,2
1260,36-50,Female,Tier 2,<20k,Domestic,Agent,Monthly,6,1,1
1261,36-50,Female,Tier 3,50k-1L,Domestic,Mobile App,2-3 months,3,0,3
1262,36-50,Male,Tier 2,1L+,Commercial,Mobile App,3-6 months,1,0,5
1263,36-50,Female,Tier 2,1L+,Domestic,Mobile App,Monthly,2,0,5
1264,36-50,Female,Tier 2,20k-50k,Domestic,Agent,3-6 months,4,1,2
1265,26-35,Female,Tier 2,50k-1L,Domestic,Mobile App,Monthly,3,0,3
1266,36-50,Male,Tier 2,50k-1L,Commercial,Mobile App,2-3 months,3,0,2
1267,36-50,Prefer not to say,Tier 1,20k-50k,Domestic,Mobile App,3-6 months,1,0,5
1268,50+,Female,Tier 3,20k-50k,Domestic,Website,2-3 months,3,0,4
1269,18-25,Male,Tier 3,<20k,Domestic,Agent,Monthly,2,1,4
1270,26-35,Male,Tier 2,1L+,Domestic,Agent,Monthly,4,1,3
1271,26-35,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,2,0,3
1272,26-35,Female,Tier 2,20k-50k,Commercial,Mobile App,Monthly,3,0,2
1273,36-50,Female,Tier 2,50k-1L,Commercial,Website,2-3 months,3,0,3
1274,36-50,Prefer not to say,Tier 3,20k-50k,Domestic,Mobile App,2-3 months,1,0,4
1275,36-50,Prefer not to say,Tier 1,20k-50k,Domestic,Mobile App,2-3 months,3,0,3
1276,50+,Male,Tier 1,20k-50k,Domestic,Mobile App,Monthly,1,0,4
1277,18-25,Male,Tier 2,<20k,Domestic,Website,3-6 months,4,1,3
1278,36-50,Prefer not to say,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,3,0,2
1279,18-25,Female,Tier 2,20k-50k,Domestic,Call,3-6 months,3,1,3
1280,50+,Male,Tier 2,20k-50k,Domestic,Agent,Monthly,2,1,4
1281,26-35,Male,Tier 2,20k-50k,Domestic,Mobile App,Monthly,1,0,5
1282,36-50,Female,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,3,0,4
1283,18-25,Male,Tier 1,20k-50k,Domestic,Website,2-3 months,5,1,1
1284,18-25,Female,Tier 2,50k-1L,Domestic,Website,Monthly,6,1,1
